form,root,to_derive,to_translate,word,context,lgg,trs_direct,trs_context,trs_dbl_trans,to_check,word_type,end_class
n,future,yes,yes,futurity,,mn,ирээдүйд,,,,attr,starter
n,homepage,yes,yes,homepage,,mn,нүүр хуудас,,,,core,other
n,homepage,yes,yes,homepages,,mn,нүүр хуудастай,,,,core,other
n,idea,yes,yes,idea,,mn,санаа,,,,core,other
a,idea,yes,yes,ideal,,mn,тохиромжтой,,,,core,other
n,idea,yes,yes,ideal,,mn,тохиромжтой,,,,core,other
n,idea,yes,yes,idealisation,,mn,idealisation,,,,core,other
n,idea,yes,yes,idealisations,,mn,idealisations,,,,core,other
v,idea,yes,yes,idealise,,mn,idealise,,,,core,other
n,idea,yes,yes,idealism,,mn,идеализм,,,,core,other
n,idea,yes,yes,idealisms,,mn,idealisms,,,,core,other
n,idea,yes,yes,idealist,,mn,идеалист,,,,core,other
a,idea,yes,yes,idealistic,,mn,идеалист,,,,core,other
n,idea,yes,yes,idealists,,mn,идеалист,,,,core,other
n,idea,yes,yes,idealities,,mn,idealities,,,,core,other
n,idea,yes,yes,ideality,,mn,ideality,,,,core,other
n,idea,yes,yes,idealization,,mn,idealization,,,,core,other
n,idea,yes,yes,idealizations,,mn,idealizations,,,,core,other
v,idea,yes,yes,idealize,,mn,idealize,,,,core,other
v,idea,yes,yes,idealized,,mn,зөгнөлийн биелэл болж асан,,,,core,other
v,idea,yes,yes,idealizes,,mn,idealizes,,,,core,other
v,idea,yes,yes,idealizing,,mn,idealizing,,,,core,other
r,idea,yes,yes,ideally,,mn,хамгийн тохиромжтой,,,,core,other
n,idea,yes,yes,ideals,,mn,зарчим,,,,core,other
n,idea,yes,yes,ideas,,mn,санаанууд,,,,core,other
v,idea,yes,yes,ideate,,mn,ideate,,,,core,other
v,idea,yes,yes,ideated,,mn,ideated,,,,core,other
v,idea,yes,yes,ideates,,mn,ideates,,,,core,other
v,idea,yes,yes,ideating,,mn,ideating,,,,core,other
n,idea,yes,yes,ideation,,mn,ideation,,,,core,other
a,idea,yes,yes,ideational,,mn,ideational,,,,core,other
n,idea,yes,yes,ideations,,mn,ideations,,,,core,other
n,news,yes,yes,news,,mn,мэдээ,,,,other,other
a,news,yes,yes,newsy,,mn,newsy,,,,other,other
r,nothing,yes,yes,nothing,,mn,юу ч биш,,,,other,other
n,nothing,yes,yes,nothing,,mn,юу ч биш,,,,other,other
v,overhaul,yes,yes,overhaul,,mn,шинэчлэл,,,,attr,other
n,overhaul,yes,yes,overhaul,,mn,шинэчлэл,,,,attr,other
v,overhaul,yes,yes,overhauled,,mn,шинэчлэн,,,,attr,other
v,overhaul,yes,yes,overhauling,,mn,overhauling,,,,attr,other
v,overhaul,yes,yes,overhauls,,mn,шинэчлэлийг,,,,attr,other
n,overhaul,yes,yes,overhauls,,mn,шинэчлэлийг,,,,attr,other
v,photograph,yes,yes,photograph,,mn,гэрэл зураг,,,,other,other
n,photograph,yes,yes,photograph,,mn,гэрэл зураг,,,,other,other
v,photograph,yes,yes,photographed,,mn,фото зураг,,,,other,other
n,photograph,yes,yes,photographer,,mn,гэрэл зурагчин,,,,other,other
n,photograph,yes,yes,photographers,,mn,гэрэл зурагчид,,,,other,other
a,photograph,yes,yes,photographic,,mn,гэрэл зургийн,,,,other,other
r,photograph,yes,yes,photographically,,mn,photographically,,,,other,other
n,photograph,yes,yes,photographies,,mn,photographies,,,,other,other
v,photograph,yes,yes,photographing,,mn,", гэрэл зургийн",,,,other,other
v,photograph,yes,yes,photographs,,mn,гэрэл зураг,,,,other,other
n,photograph,yes,yes,photographs,,mn,гэрэл зураг,,,,other,other
n,photograph,yes,yes,photography,,mn,Фото зураг,,,,other,other
n,placeholder,yes,yes,placeholder,,mn,агуулагч,,,,core,other
n,placeholder,yes,yes,placeholders,,mn,оруулагчийг,,,,core,other
n,preparation,yes,yes,preparation,,mn,бэлтгэл ажил,,,,attr,construction
n,preparation,yes,yes,preparations,,mn,бэлдмэлүүд,,,,attr,construction
a,preparation,yes,yes,preparative,,mn,preparative,,,,attr,construction
a,preparation,yes,yes,preparatory,,mn,бэлтгэл,,,,attr,construction
v,preparation,yes,yes,prepare,,mn,бэлтгэх,,,,attr,construction
v,preparation,yes,yes,prepared,,mn,бэлэн,,,,attr,construction
v,preparation,yes,yes,prepares,,mn,бэлтгэнэ,,,,attr,construction
v,preparation,yes,yes,preparing,,mn,бэлтгэх,,,,attr,construction
v,product,yes,yes,produce,,mn,үйлдвэрлэж,,,,core,other
n,product,yes,yes,produce,,mn,үйлдвэрлэж,,,,core,other
v,product,yes,yes,produced,,mn,үйлдвэрлэсэн,,,,core,other
n,product,yes,yes,producer,,mn,үйлдвэрлэгч,,,,core,other
n,product,yes,yes,producers,,mn,үйлдвэрлэгчид,,,,core,other
v,product,yes,yes,produces,,mn,үйлдвэрлэдэг,,,,core,other
n,product,yes,yes,produces,,mn,үйлдвэрлэдэг,,,,core,other
v,product,yes,yes,producing,,mn,үйлдвэрлэх,,,,core,other
n,product,yes,yes,product,,mn,бүтээгдэхүүн,,,,core,other
n,product,yes,yes,production,,mn,үйлдвэрлэл,,,,core,other
n,product,yes,yes,productions,,mn,Productions,,,,core,other
n,product,yes,yes,products,,mn,бүтээгдэхүүн,,,,core,other
v,renovation,yes,yes,renovate,,mn,засах,,,,attr,construction
v,renovation,yes,yes,renovated,,mn,шинэчлэн,,,,attr,construction
v,renovation,yes,yes,renovates,,mn,renovates,,,,attr,construction
v,renovation,yes,yes,renovating,,mn,шинэчлэн засварлах,,,,attr,construction
n,renovation,yes,yes,renovation,,mn,засварын ажил,,,,attr,construction
n,renovation,yes,yes,renovations,,mn,засварын ажил,,,,attr,construction
n,renovation,yes,yes,renovator,,mn,renovator,,,,attr,construction
n,renovation,yes,yes,renovators,,mn,renovators,,,,attr,construction
v,setup,yes,yes,set_up,,mn,тохируулах,,,,attr,other
n,setup,yes,yes,setup,,mn,тохируулах,,,,attr,other
n,setup,yes,yes,setups,,mn,тохиргоонуудын талаар,,,,attr,other
v,space,yes,yes,space,,mn,орон зай,,,,core,other
n,space,yes,yes,space,,mn,орон зай,,,,core,other
v,space,yes,yes,spaced,,mn,зайтай,,,,core,other
v,space,yes,yes,spaces,,mn,орон зай,,,,core,other
n,space,yes,yes,spaces,,mn,орон зай,,,,core,other
a,space,yes,yes,spacial,,mn,орон зайн хувьд,,,,core,other
v,space,yes,yes,spacing,,mn,зай,,,,core,other
n,space,yes,yes,spacing,,mn,зай,,,,core,other
n,space,yes,yes,spacings,,mn,зайнаас,,,,core,other
a,space,yes,yes,spacious,,mn,цэлгэр,,,,core,other
r,space,yes,yes,spaciously,,mn,spaciously,,,,core,other
n,space,yes,yes,spaciousness,,mn,spaciousness,,,,core,other
n,space,yes,yes,spaciousnesses,,mn,spaciousnesses,,,,core,other
a,space,yes,yes,spatial,,mn,орон зайн,,,,core,other
n,space,yes,yes,spatialities,,mn,spatialities,,,,core,other
n,space,yes,yes,spatiality,,mn,spatiality,,,,core,other
r,space,yes,yes,spatially,,mn,орон зайн,,,,core,other
a,virgin,yes,yes,virgin,,mn,онгон,,,,attr,starter
n,virgin,yes,yes,virgin,,mn,онгон,,,,attr,starter
a,virgin,yes,yes,virginal,,mn,virginal,,,,attr,starter
n,virgin,yes,yes,virginal,,mn,virginal,,,,attr,starter
n,virgin,yes,yes,virginals,,mn,virginals,,,,attr,starter
n,virgin,yes,yes,virginities,,mn,virginities,,,,attr,starter
n,virgin,yes,yes,virginity,,mn,онгон,,,,attr,starter
n,virgin,yes,yes,virgins,,mn,онгон охид,,,,attr,starter
n,content,yes,yes,Colony,,mr,कॉलनी,,,,core,other
n,content,yes,yes,Colonys,,mr,Colonys,,,,core,other
v,account,yes,yes,account,,mr,खाते,,,,core,other
n,account,yes,yes,account,,mr,खाते,,,,core,other
n,account,yes,yes,accountabilities,,mr,accountabilities,,,,core,other
n,account,yes,yes,accountability,,mr,जबाबदारी,,,,core,other
a,account,yes,yes,accountable,,mr,जबाबदार,,,,core,other
n,account,yes,yes,accountancies,,mr,accountancies,,,,core,other
n,account,yes,yes,accountancy,,mr,अचूक,,,,core,other
n,account,yes,yes,accountant,,mr,लेखापाल,,,,core,other
n,account,yes,yes,accountants,,mr,लेखापाल,,,,core,other
n,account,yes,yes,accountantship,,mr,accountantship,,,,core,other
n,account,yes,yes,accountantships,,mr,accountantships,,,,core,other
v,account,yes,yes,accounted,,mr,या अहवालात,,,,core,other
v,account,yes,yes,accounting,,mr,लेखा,,,,core,other
n,account,yes,yes,accounting,,mr,लेखा,,,,core,other
n,account,yes,yes,accountings,,mr,accountings,,,,core,other
v,account,yes,yes,accounts,,mr,खाती,,,,core,other
n,account,yes,yes,accounts,,mr,खाती,,,,core,other
a,content,yes,yes,colonial,,mr,वसाहती,,,,core,other
n,content,yes,yes,colonial,,mr,वसाहती,,,,core,other
n,content,yes,yes,colonials,,mr,colonials,,,,core,other
n,content,yes,yes,colonies,,mr,वसाहती,,,,core,other
n,content,yes,yes,colonisation,,mr,वसाहतवाद,,,,core,other
n,content,yes,yes,colonisations,,mr,colonisations,,,,core,other
v,content,yes,yes,colonise,,mr,तेथे वसाहती,,,,core,other
n,content,yes,yes,coloniser,,mr,coloniser,,,,core,other
n,content,yes,yes,colonisers,,mr,colonizers,,,,core,other
n,content,yes,yes,colonist,,mr,वसाहत,,,,core,other
n,content,yes,yes,colonists,,mr,वसाहतीमध्ये,,,,core,other
n,content,yes,yes,colonization,,mr,वसाहतवाद,,,,core,other
n,content,yes,yes,colonizations,,mr,colonizations,,,,core,other
v,content,yes,yes,colonize,,mr,तेथे वसाहती,,,,core,other
v,content,yes,yes,colonized,,mr,colonized,,,,core,other
n,content,yes,yes,colonizer,,mr,वसाहत,,,,core,other
n,content,yes,yes,colonizers,,mr,colonizers,,,,core,other
v,content,yes,yes,colonizes,,mr,colonizes,,,,core,other
v,content,yes,yes,colonizing,,mr,वसाहत,,,,core,other
n,content,yes,yes,colony,,mr,कॉलनी,,,,core,other
v,concept,yes,yes,conceive,,mr,विचार,,,,attr,other
v,concept,yes,yes,conceived,,mr,गरोदर राहिली,,,,attr,other
n,concept,yes,yes,conceiver,,mr,conceiver,,,,attr,other
n,concept,yes,yes,conceivers,,mr,conceivers,,,,attr,other
v,concept,yes,yes,conceives,,mr,ऐक,,,,attr,other
v,concept,yes,yes,conceiving,,mr,गरोदर,,,,attr,other
n,concept,yes,yes,concept,,mr,संकल्पना,,,,attr,other
n,concept,yes,yes,conception,,mr,गर्भधारणा,,,,attr,other
a,concept,yes,yes,conceptional,,mr,conceptional,,,,attr,other
n,concept,yes,yes,conceptions,,mr,पध्दत,,,,attr,other
a,concept,yes,yes,conceptive,,mr,conceptive,,,,attr,other
n,concept,yes,yes,concepts,,mr,संकल्पना,,,,attr,other
a,concept,yes,yes,conceptual,,mr,संकल्पनात्मक,,,,attr,other
n,concept,yes,yes,conceptualisation,,mr,conceptualisation,,,,attr,other
n,concept,yes,yes,conceptualisations,,mr,conceptualisations,,,,attr,other
v,concept,yes,yes,conceptualise,,mr,conceptualise,,,,attr,other
n,concept,yes,yes,conceptualities,,mr,conceptualities,,,,attr,other
n,concept,yes,yes,conceptuality,,mr,conceptuality,,,,attr,other
n,concept,yes,yes,conceptualization,,mr,संकल्पना,,,,attr,other
n,concept,yes,yes,conceptualizations,,mr,conceptualizations,,,,attr,other
v,concept,yes,yes,conceptualize,,mr,conceptualize,,,,attr,other
v,concept,yes,yes,conceptualized,,mr,संकल्पना,,,,attr,other
v,concept,yes,yes,conceptualizes,,mr,संकल्पना मांडली होती,,,,attr,other
n,configure,yes,yes,configuration,,mr,संरचना,,,,attr,starter
n,configure,yes,yes,configurations,,mr,संरचना,,,,attr,starter
v,configure,yes,yes,configure,,mr,कॉन्फिगर करा,,,,attr,starter
v,configure,yes,yes,configured,,mr,कॉन्फिगर,,,,attr,starter
v,configure,yes,yes,configures,,mr,संरचीत,,,,attr,starter
v,configure,yes,yes,configuring,,mr,संरचीत,,,,attr,starter
v,content,yes,yes,contain,,mr,असू,,,,core,other
v,content,yes,yes,contained,,mr,समाविष्ट,,,,core,other
n,content,yes,yes,container,,mr,कंटेनर,,,,core,other
v,content,yes,yes,containerise,,mr,containerise,,,,core,other
v,content,yes,yes,containerize,,mr,containerize,,,,core,other
v,content,yes,yes,containerized,,mr,containerized,,,,core,other
v,content,yes,yes,containerizes,,mr,containerizes,,,,core,other
v,content,yes,yes,containerizing,,mr,containerizing,,,,core,other
n,content,yes,yes,containers,,mr,कंटेनर,,,,core,other
v,content,yes,yes,containing,,mr,असलेले,,,,core,other
n,content,yes,yes,containment,,mr,containment,,,,core,other
n,content,yes,yes,containments,,mr,containments,,,,core,other
v,content,yes,yes,contains,,mr,आहे,,,,core,other
v,content,yes,yes,content,,mr,सामग्री,,,,core,other
a,content,yes,yes,content,,mr,सामग्री,,,,core,other
n,content,yes,yes,content,,mr,सामग्री,,,,core,other
v,content,yes,yes,contented,,mr,समाधानी,,,,core,other
v,content,yes,yes,contenting,,mr,contenting,,,,core,other
n,content,yes,yes,contentment,,mr,समाधान,,,,core,other
n,content,yes,yes,contentments,,mr,contentments,,,,core,other
v,content,yes,yes,contents,,mr,सामग्री,,,,core,other
n,content,yes,yes,contents,,mr,सामग्री,,,,core,other
n,content,yes,yes,continence,,mr,ब्रह्मचर्य,,,,core,other
n,content,yes,yes,continences,,mr,continences,,,,core,other
n,content,yes,yes,continencies,,mr,continencies,,,,core,other
n,content,yes,yes,continency,,mr,continency,,,,core,other
a,content,yes,yes,continent,,mr,खंड,,,,core,other
n,content,yes,yes,continent,,mr,खंड,,,,core,other
a,content,yes,yes,continental,,mr,युरोपिअन,,,,core,other
n,content,yes,yes,continents,,mr,खंड,,,,core,other
a,future,yes,yes,future,,mr,भविष्यात,,,,attr,starter
n,future,yes,yes,future,,mr,भविष्यात,,,,attr,starter
n,future,yes,yes,futures,,mr,फ्युचर्स,,,,attr,starter
n,future,yes,yes,futurities,,mr,futurities,,,,attr,starter
n,future,yes,yes,futurity,,mr,भविष्यकाळ,,,,attr,starter
n,homepage,yes,yes,homepage,,mr,मुख्यपृष्ठ,,,,core,other
n,homepage,yes,yes,homepages,,mr,मुख्यपृष्ठ,,,,core,other
n,idea,yes,yes,idea,,mr,कल्पना,,,,core,other
a,idea,yes,yes,ideal,,mr,आदर्श,,,,core,other
n,idea,yes,yes,ideal,,mr,आदर्श,,,,core,other
n,idea,yes,yes,idealisation,,mr,idealisation,,,,core,other
n,idea,yes,yes,idealisations,,mr,idealisations,,,,core,other
v,idea,yes,yes,idealise,,mr,idealise,,,,core,other
n,idea,yes,yes,idealism,,mr,कला,,,,core,other
n,idea,yes,yes,idealisms,,mr,idealisms,,,,core,other
n,idea,yes,yes,idealist,,mr,आदर्शवादी,,,,core,other
a,idea,yes,yes,idealistic,,mr,आदर्शवादी,,,,core,other
n,idea,yes,yes,idealists,,mr,idealists,,,,core,other
n,idea,yes,yes,idealities,,mr,idealities,,,,core,other
n,idea,yes,yes,ideality,,mr,ideality,,,,core,other
n,idea,yes,yes,idealization,,mr,idealization,,,,core,other
n,idea,yes,yes,idealizations,,mr,idealizations,,,,core,other
v,idea,yes,yes,idealize,,mr,आदर्श वाटणे,,,,core,other
v,idea,yes,yes,idealized,,mr,idealized,,,,core,other
v,idea,yes,yes,idealizes,,mr,idealizes,,,,core,other
v,idea,yes,yes,idealizing,,mr,idealizing,,,,core,other
r,idea,yes,yes,ideally,,mr,आदर्श,,,,core,other
n,idea,yes,yes,ideals,,mr,आदर्श,,,,core,other
n,idea,yes,yes,ideas,,mr,कल्पना,,,,core,other
v,idea,yes,yes,ideate,,mr,ideate,,,,core,other
v,idea,yes,yes,ideated,,mr,ideated,,,,core,other
v,idea,yes,yes,ideates,,mr,ideates,,,,core,other
v,idea,yes,yes,ideating,,mr,ideating,,,,core,other
n,idea,yes,yes,ideation,,mr,कल्पनाशक्ती,,,,core,other
a,idea,yes,yes,ideational,,mr,ideational,,,,core,other
n,idea,yes,yes,ideations,,mr,ideations,,,,core,other
n,news,yes,yes,news,,mr,बातम्या,,,,other,other
a,news,yes,yes,newsy,,mr,खूप बातम्या असणारे,,,,other,other
r,nothing,yes,yes,nothing,,mr,काही,,,,other,other
n,nothing,yes,yes,nothing,,mr,काही,,,,other,other
v,overhaul,yes,yes,overhaul,,mr,आवश्यक दुरुस्तीसाठी पूर्ण तपासणी,,,,attr,other
n,overhaul,yes,yes,overhaul,,mr,आवश्यक दुरुस्तीसाठी पूर्ण तपासणी,,,,attr,other
v,overhaul,yes,yes,overhauled,,mr,नुरूप,,,,attr,other
v,overhaul,yes,yes,overhauling,,mr,overhauling,,,,attr,other
v,overhaul,yes,yes,overhauls,,mr,"overhauls,",,,,attr,other
n,overhaul,yes,yes,overhauls,,mr,"overhauls,",,,,attr,other
v,photograph,yes,yes,photograph,,mr,फोटो,,,,other,other
n,photograph,yes,yes,photograph,,mr,फोटो,,,,other,other
v,photograph,yes,yes,photographed,,mr,फोटो,,,,other,other
n,photograph,yes,yes,photographer,,mr,छायाचित्रकार,,,,other,other
n,photograph,yes,yes,photographers,,mr,फोटोग्राफर,,,,other,other
a,photograph,yes,yes,photographic,,mr,फोटोग्राफिक,,,,other,other
r,photograph,yes,yes,photographically,,mr,छायाचित्रणाद्वारा,,,,other,other
n,photograph,yes,yes,photographies,,mr,photographies,,,,other,other
v,photograph,yes,yes,photographing,,mr,photographing,,,,other,other
v,photograph,yes,yes,photographs,,mr,छायाचित्रे,,,,other,other
n,photograph,yes,yes,photographs,,mr,छायाचित्रे,,,,other,other
n,photograph,yes,yes,photography,,mr,फोटोग्राफी,,,,other,other
n,placeholder,yes,yes,placeholder,,mr,प्लेसहोल्डर,,,,core,other
n,placeholder,yes,yes,placeholders,,mr,प्लेसहोल्डर,,,,core,other
n,preparation,yes,yes,preparation,,mr,तयारी,,,,attr,construction
n,preparation,yes,yes,preparations,,mr,तयारी,,,,attr,construction
a,preparation,yes,yes,preparative,,mr,प्रास्तविक,,,,attr,construction
a,preparation,yes,yes,preparatory,,mr,तयारी,,,,attr,construction
v,preparation,yes,yes,prepare,,mr,तयार,,,,attr,construction
v,preparation,yes,yes,prepared,,mr,तयार,,,,attr,construction
v,preparation,yes,yes,prepares,,mr,तयार,,,,attr,construction
v,preparation,yes,yes,preparing,,mr,तयारी,,,,attr,construction
v,product,yes,yes,produce,,mr,उत्पादन,,,,core,other
n,product,yes,yes,produce,,mr,उत्पादन,,,,core,other
v,product,yes,yes,produced,,mr,उत्पादन,,,,core,other
n,product,yes,yes,producer,,mr,उत्पादक,,,,core,other
n,product,yes,yes,producers,,mr,उत्पादक,,,,core,other
v,product,yes,yes,produces,,mr,निर्मिती,,,,core,other
n,product,yes,yes,produces,,mr,निर्मिती,,,,core,other
v,product,yes,yes,producing,,mr,उत्पादन,,,,core,other
n,product,yes,yes,product,,mr,उत्पादन,,,,core,other
n,product,yes,yes,production,,mr,उत्पादन,,,,core,other
n,product,yes,yes,productions,,mr,निर्मितीला,,,,core,other
n,product,yes,yes,products,,mr,उत्पादने,,,,core,other
v,renovation,yes,yes,renovate,,mr,renovate,,,,attr,construction
v,renovation,yes,yes,renovated,,mr,नूतनीकरण करून,,,,attr,construction
v,renovation,yes,yes,renovates,,mr,renovates,,,,attr,construction
v,renovation,yes,yes,renovating,,mr,पुनर्बांधणीची,,,,attr,construction
n,renovation,yes,yes,renovation,,mr,नूतनीकरणाच्या,,,,attr,construction
n,renovation,yes,yes,renovations,,mr,"वर्षी पुनर्निर्माण झाले,",,,,attr,construction
n,renovation,yes,yes,renovator,,mr,renovator,,,,attr,construction
n,renovation,yes,yes,renovators,,mr,renovators,,,,attr,construction
v,setup,yes,yes,set_up,,mr,set_up,,,,attr,other
n,setup,yes,yes,setup,,mr,सेटअप,,,,attr,other
n,setup,yes,yes,setups,,mr,व्यवस्थेसाठी,,,,attr,other
v,space,yes,yes,space,,mr,जागा,,,,core,other
n,space,yes,yes,space,,mr,जागा,,,,core,other
v,space,yes,yes,spaced,,mr,अंतर,,,,core,other
v,space,yes,yes,spaces,,mr,मोकळी जागा,,,,core,other
n,space,yes,yes,spaces,,mr,मोकळी जागा,,,,core,other
a,space,yes,yes,spacial,,mr,अवकाशासंबंधीचे,,,,core,other
v,space,yes,yes,spacing,,mr,अंतर,,,,core,other
n,space,yes,yes,spacing,,mr,अंतर,,,,core,other
n,space,yes,yes,spacings,,mr,spacings,,,,core,other
a,space,yes,yes,spacious,,mr,प्रशस्त,,,,core,other
r,space,yes,yes,spaciously,,mr,हक्काचे,,,,core,other
n,space,yes,yes,spaciousness,,mr,spaciousness,,,,core,other
n,space,yes,yes,spaciousnesses,,mr,spaciousnesses,,,,core,other
a,space,yes,yes,spatial,,mr,अवकाशीय,,,,core,other
n,space,yes,yes,spatialities,,mr,spatialities,,,,core,other
n,space,yes,yes,spatiality,,mr,spatiality,,,,core,other
r,space,yes,yes,spatially,,mr,spatially,,,,core,other
a,virgin,yes,yes,virgin,,mr,कुमारी,,,,attr,starter
n,virgin,yes,yes,virgin,,mr,कुमारी,,,,attr,starter
a,virgin,yes,yes,virginal,,mr,अत्यंत,,,,attr,starter
n,virgin,yes,yes,virginal,,mr,अत्यंत,,,,attr,starter
n,virgin,yes,yes,virginals,,mr,virginals,,,,attr,starter
n,virgin,yes,yes,virginities,,mr,virginities,,,,attr,starter
n,virgin,yes,yes,virginity,,mr,लग्न,,,,attr,starter
n,virgin,yes,yes,virgins,,mr,तरुणी,,,,attr,starter
n,content,yes,yes,Colony,,ms,Colony,,,,core,other
n,content,yes,yes,Colonys,,ms,Colonys,,,,core,other
v,account,yes,yes,account,,ms,akaun,,,,core,other
n,account,yes,yes,account,,ms,akaun,,,,core,other
n,account,yes,yes,accountabilities,,ms,kebertanggungjawaban,,,,core,other
n,account,yes,yes,accountability,,ms,akauntabiliti,,,,core,other
a,account,yes,yes,accountable,,ms,bertanggungjawab,,,,core,other
n,account,yes,yes,accountancies,,ms,accountancies,,,,core,other
n,account,yes,yes,accountancy,,ms,perakaunan,,,,core,other
n,account,yes,yes,accountant,,ms,akauntan,,,,core,other
n,account,yes,yes,accountants,,ms,akauntan,,,,core,other
n,account,yes,yes,accountantship,,ms,accountantship,,,,core,other
n,account,yes,yes,accountantships,,ms,accountantships,,,,core,other
v,account,yes,yes,accounted,,ms,menyumbang,,,,core,other
v,account,yes,yes,accounting,,ms,perakaunan,,,,core,other
n,account,yes,yes,accounting,,ms,perakaunan,,,,core,other
n,account,yes,yes,accountings,,ms,accountings,,,,core,other
v,account,yes,yes,accounts,,ms,akaun,,,,core,other
n,account,yes,yes,accounts,,ms,akaun,,,,core,other
a,content,yes,yes,colonial,,ms,penjajah,,,,core,other
n,content,yes,yes,colonial,,ms,penjajah,,,,core,other
n,content,yes,yes,colonials,,ms,penjajah,,,,core,other
n,content,yes,yes,colonies,,ms,jajahan,,,,core,other
n,content,yes,yes,colonisation,,ms,penjajahan,,,,core,other
n,content,yes,yes,colonisations,,ms,colonisations,,,,core,other
v,content,yes,yes,colonise,,ms,Menjajah,,,,core,other
n,content,yes,yes,coloniser,,ms,penjajah,,,,core,other
n,content,yes,yes,colonisers,,ms,penjajah,,,,core,other
n,content,yes,yes,colonist,,ms,penjajah,,,,core,other
n,content,yes,yes,colonists,,ms,penjajah,,,,core,other
n,content,yes,yes,colonization,,ms,penjajahan,,,,core,other
n,content,yes,yes,colonizations,,ms,colonizations,,,,core,other
v,content,yes,yes,colonize,,ms,Menjajah,,,,core,other
v,content,yes,yes,colonized,,ms,dijajah,,,,core,other
n,content,yes,yes,colonizer,,ms,penjajah,,,,core,other
n,content,yes,yes,colonizers,,ms,penjajah,,,,core,other
v,content,yes,yes,colonizes,,ms,colonizes,,,,core,other
v,content,yes,yes,colonizing,,ms,penjajahan,,,,core,other
n,content,yes,yes,colony,,ms,tanah jajahan,,,,core,other
v,concept,yes,yes,conceive,,ms,mengandung,,,,attr,other
v,concept,yes,yes,conceived,,ms,mengandung,,,,attr,other
n,concept,yes,yes,conceiver,,ms,konseptor,,,,attr,other
n,concept,yes,yes,conceivers,,ms,conceivers,,,,attr,other
v,concept,yes,yes,conceives,,ms,mengandung,,,,attr,other
v,concept,yes,yes,conceiving,,ms,Kehamilan,,,,attr,other
n,concept,yes,yes,concept,,ms,konsep,,,,attr,other
n,concept,yes,yes,conception,,ms,konsep,,,,attr,other
a,concept,yes,yes,conceptional,,ms,conceptional,,,,attr,other
n,concept,yes,yes,conceptions,,ms,konsep,,,,attr,other
a,concept,yes,yes,conceptive,,ms,conceptive,,,,attr,other
n,concept,yes,yes,concepts,,ms,konsep,,,,attr,other
a,concept,yes,yes,conceptual,,ms,konsep,,,,attr,other
n,concept,yes,yes,conceptualisation,,ms,konseptual,,,,attr,other
n,concept,yes,yes,conceptualisations,,ms,conceptualisations,,,,attr,other
v,concept,yes,yes,conceptualise,,ms,mengilhamkannya,,,,attr,other
n,concept,yes,yes,conceptualities,,ms,conceptualities,,,,attr,other
n,concept,yes,yes,conceptuality,,ms,conceptuality,,,,attr,other
n,concept,yes,yes,conceptualization,,ms,konsep,,,,attr,other
n,concept,yes,yes,conceptualizations,,ms,conceptualizations,,,,attr,other
v,concept,yes,yes,conceptualize,,ms,conceptualize,,,,attr,other
v,concept,yes,yes,conceptualized,,ms,dikonsepkan,,,,attr,other
v,concept,yes,yes,conceptualizes,,ms,conceptualizes,,,,attr,other
n,configure,yes,yes,configuration,,ms,konfigurasi,,,,attr,starter
n,configure,yes,yes,configurations,,ms,konfigurasi,,,,attr,starter
v,configure,yes,yes,configure,,ms,configure,,,,attr,starter
v,configure,yes,yes,configured,,ms,dikonfigurasikan,,,,attr,starter
v,configure,yes,yes,configures,,ms,dikonfigurasi,,,,attr,starter
v,configure,yes,yes,configuring,,ms,mengkonfigurasi,,,,attr,starter
v,content,yes,yes,contain,,ms,mengandungi,,,,core,other
v,content,yes,yes,contained,,ms,terkandung,,,,core,other
n,content,yes,yes,container,,ms,bekas,,,,core,other
v,content,yes,yes,containerise,,ms,containerise,,,,core,other
v,content,yes,yes,containerize,,ms,containerize,,,,core,other
v,content,yes,yes,containerized,,ms,kontena,,,,core,other
v,content,yes,yes,containerizes,,ms,containerizes,,,,core,other
v,content,yes,yes,containerizing,,ms,containerizing,,,,core,other
n,content,yes,yes,containers,,ms,bekas,,,,core,other
v,content,yes,yes,containing,,ms,yang mengandungi,,,,core,other
n,content,yes,yes,containment,,ms,pembendungan,,,,core,other
n,content,yes,yes,containments,,ms,containments,,,,core,other
v,content,yes,yes,contains,,ms,mengandungi,,,,core,other
v,content,yes,yes,content,,ms,kandungan,,,,core,other
a,content,yes,yes,content,,ms,kandungan,,,,core,other
n,content,yes,yes,content,,ms,kandungan,,,,core,other
v,content,yes,yes,contented,,ms,berpuas,,,,core,other
v,content,yes,yes,contenting,,ms,contenting,,,,core,other
n,content,yes,yes,contentment,,ms,kepuasan,,,,core,other
n,content,yes,yes,contentments,,ms,contentments,,,,core,other
v,content,yes,yes,contents,,ms,kandungan,,,,core,other
n,content,yes,yes,contents,,ms,kandungan,,,,core,other
n,content,yes,yes,continence,,ms,tarak,,,,core,other
n,content,yes,yes,continences,,ms,continences,,,,core,other
n,content,yes,yes,continencies,,ms,continencies,,,,core,other
n,content,yes,yes,continency,,ms,continency,,,,core,other
a,content,yes,yes,continent,,ms,benua,,,,core,other
n,content,yes,yes,continent,,ms,benua,,,,core,other
a,content,yes,yes,continental,,ms,Eropah,,,,core,other
n,content,yes,yes,continents,,ms,benua,,,,core,other
a,future,yes,yes,future,,ms,masa depan,,,,attr,starter
n,future,yes,yes,future,,ms,masa depan,,,,attr,starter
